CODIGO,QUANTIDADE,DATA,TP_VACINA,DS_FABRICANTE
430003,-100,2021-12-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,-100,2021-12-03,CoronaVac,FUNDACAO BUTANTAN
430003,-5,2021-10-25,CoronaVac,INSTITUTO BUTANTAN
430003,5,2021-10-20,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,6,2022-05-11,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,10,2021-05-04,CoronaVac,FUNDACAO BUTANTAN
430003,10,2021-09-02,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,10,2022-11-24,CoronaVac,INSTITUTO BUTANTAN
430003,10,2022-12-13,CoronaVac,INSTITUTO BUTANTAN
430003,10,2023-01-24,CoronaVac,INSTITUTO BUTANTAN
430003,10,2023-02-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,10,2023-02-14,CoronaVac,INSTITUTO BUTANTAN
430003,15,2021-04-02,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,18,2021-06-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,18,2021-07-22,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,20,2021-02-25,CoronaVac,FUNDACAO BUTANTAN
430003,20,2021-04-23,CoronaVac,FUNDACAO BUTANTAN
430003,20,2021-05-10,CoronaVac,FUNDACAO BUTANTAN
430003,20,2021-07-09,CoronaVac,INSTITUTO BUTANTAN
430003,20,2021-07-29,CoronaVac,INSTITUTO BUTANTAN
430003,20,2022-01-17,Janssen,JANSSEN PHARMACEUTICA NV
430003,20,2022-02-24,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,20,2022-04-19,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,20,2023-01-17,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,24,2021-09-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,30,2021-05-14,CoronaVac,FUNDACAO BUTANTAN
430003,30,2021-06-25,CoronaVac,INSTITUTO BUTANTAN
430003,30,2021-06-25,Janssen,JANSSEN PHARMACEUTICA NV
430003,30,2021-07-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,30,2021-07-15,CoronaVac,INSTITUTO BUTANTAN
430003,30,2021-07-22,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,30,2021-08-03,AstraZeneca,ASTRAZENECA AB
430003,30,2021-09-02,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,30,2022-02-24,Janssen,JANSSEN PHARMACEUTICA NV
430003,30,2022-06-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,30,2022-07-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,30,2022-12-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,36,2021-08-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,40,2021-01-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,40,2021-03-04,CoronaVac,FUNDACAO BUTANTAN
430003,40,2021-08-10,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,40,2022-02-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,40,2022-03-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,40,2022-04-06,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,40,2022-06-09,CoronaVac,INSTITUTO BUTANTAN
430003,40,2022-10-06,CoronaVac,INSTITUTO BUTANTAN
430003,40,2022-10-25,CoronaVac,INSTITUTO BUTANTAN
430003,42,2022-01-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,45,2021-12-15,Janssen,JANSSEN PHARMACEUTICA NV
430003,48,2022-01-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,48,2022-06-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,50,2021-04-09,CoronaVac,FUNDACAO BUTANTAN
430003,50,2021-08-24,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,50,2021-09-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,50,2022-02-01,CoronaVac,INSTITUTO BUTANTAN
430003,50,2022-05-18,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,50,2022-05-18,Janssen,JANSSEN PHARMACEUTICA NV
430003,50,2022-07-15,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,50,2022-08-30,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,50,2022-09-27,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,50,2023-02-28,CoronaVac,INSTITUTO BUTANTAN
430003,50,2023-03-08,CoronaVac,INSTITUTO BUTANTAN
430003,50,2023-03-30,CoronaVac,INSTITUTO BUTANTAN
430003,50,2023-04-04,CoronaVac,INSTITUTO BUTANTAN
430003,50,2023-04-18,CoronaVac,INSTITUTO BUTANTAN
430003,50,2023-05-04,CoronaVac,INSTITUTO BUTANTAN
430003,50,2023-05-17,CoronaVac,INSTITUTO BUTANTAN
430003,50,2023-06-01,CoronaVac,INSTITUTO BUTANTAN
430003,54,2021-06-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,54,2021-06-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,54,2021-09-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,54,2021-10-07,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,55,2021-09-17,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,55,2021-12-09,Janssen,JANSSEN PHARMACEUTICA NV
430003,60,2021-01-19,CoronaVac,FUNDACAO BUTANTAN
430003,60,2021-02-01,CoronaVac,FUNDACAO BUTANTAN
430003,60,2021-02-08,CoronaVac,FUNDACAO BUTANTAN
430003,60,2021-02-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,60,2021-04-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,60,2021-05-14,AstraZeneca,ASTRAZENECA AB
430003,60,2021-07-06,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,60,2021-07-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,60,2021-10-20,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,60,2021-12-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,60,2022-01-28,CoronaVac,INSTITUTO BUTANTAN
430003,60,2022-02-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,60,2022-02-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,60,2022-04-08,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,60,2022-04-12,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,60,2022-04-12,Janssen,JANSSEN PHARMACEUTICA NV
430003,60,2022-04-12,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,60,2022-07-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,60,2023-05-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,60,2024-01-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,66,2021-06-11,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,66,2021-06-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,66,2021-07-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,66,2021-08-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,66,2021-09-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,66,2022-09-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,66,2023-01-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,66,2023-03-22,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,70,2021-03-11,CoronaVac,FUNDACAO BUTANTAN
430003,70,2021-03-29,AstraZeneca,ASTRAZENECA AB
430003,70,2021-04-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,70,2021-06-17,AstraZeneca,ASTRAZENECA AB
430003,70,2021-08-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,70,2022-03-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,72,2021-10-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,75,2021-06-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,75,2022-02-24,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,78,2021-11-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,80,2021-04-16,CoronaVac,FUNDACAO BUTANTAN
430003,80,2021-05-20,CoronaVac,FUNDACAO BUTANTAN
430003,80,2022-09-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,80,2023-10-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,82,2022-01-17,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,85,2021-08-18,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,90,2021-07-06,Janssen,JANSSEN PHARMACEUTICA NV
430003,90,2021-09-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,90,2021-09-28,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,90,2021-11-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,90,2022-02-08,CoronaVac,INSTITUTO BUTANTAN
430003,90,2022-10-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,96,2021-10-26,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,100,2021-03-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,100,2021-04-13,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,100,2022-08-16,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,100,2022-09-13,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,100,2022-10-26,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,100,2023-03-15,CoronaVac,INSTITUTO BUTANTAN
430003,100,2023-10-09,CoronaVac,INSTITUTO BUTANTAN
430003,100,2024-02-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,100,2024-03-08,CoronaVac,INSTITUTO BUTANTAN
430003,105,2021-04-16,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,105,2022-02-08,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,110,2021-03-18,CoronaVac,FUNDACAO BUTANTAN
430003,110,2021-06-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,120,2021-03-23,CoronaVac,FUNDACAO BUTANTAN
430003,120,2021-11-17,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,120,2021-12-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,120,2022-06-14,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,120,2022-06-14,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,120,2022-06-21,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,130,2021-03-29,CoronaVac,FUNDACAO BUTANTAN
430003,130,2021-04-30,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,130,2021-07-15,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,130,2022-11-24,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,132,2021-11-19,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,135,2021-06-11,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,136,2023-03-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,140,2021-05-27,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,144,2022-11-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,150,2023-04-13,CoronaVac,INSTITUTO BUTANTAN
430003,150,2023-04-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,160,2022-04-19,Janssen,JANSSEN PHARMACEUTICA NV
430003,178,2022-02-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,180,2023-06-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,198,2021-11-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,198,2022-01-11,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,200,2021-05-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,200,2022-06-07,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,200,2022-06-07,Janssen,JANSSEN PHARMACEUTICA NV
430003,200,2022-08-30,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,220,2023-04-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,222,2021-09-22,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,230,2021-04-02,CoronaVac,FUNDACAO BUTANTAN
430003,240,2021-09-28,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,250,2022-05-11,Janssen,JANSSEN PHARMACEUTICA NV
430003,250,2022-05-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,250,2023-06-29,CoronaVac,INSTITUTO BUTANTAN
430003,255,2021-07-01,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,320,2021-10-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,320,2023-06-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,378,2021-12-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430003,430,2022-06-27,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,480,2021-09-22,AstraZeneca,FUNDACAO OSWALDO CRUZ
430003,1195,2021-07-16,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,-55,2021-08-18,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,-45,2021-08-18,Janssen,JANSSEN PHARMACEUTICA NV
430005,-30,2022-07-26,CoronaVac,INSTITUTO BUTANTAN
430005,5,2021-04-02,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,6,2021-01-25,CoronaVac,FUNDACAO BUTANTAN
430005,10,2021-04-23,CoronaVac,FUNDACAO BUTANTAN
430005,10,2021-05-04,CoronaVac,FUNDACAO BUTANTAN
430005,10,2021-07-09,CoronaVac,INSTITUTO BUTANTAN
430005,10,2021-08-11,CoronaVac,INSTITUTO BUTANTAN
430005,10,2021-09-03,CoronaVac,INSTITUTO BUTANTAN
430005,10,2021-09-17,CoronaVac,INSTITUTO BUTANTAN
430005,10,2022-10-24,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,10,2023-01-11,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,10,2023-01-18,CoronaVac,INSTITUTO BUTANTAN
430005,10,2023-02-07,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,10,2023-02-15,CoronaVac,INSTITUTO BUTANTAN
430005,10,2023-03-14,CoronaVac,INSTITUTO BUTANTAN
430005,12,2021-06-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,12,2021-07-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,12,2021-08-24,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,15,2021-09-27,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,15,2021-10-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,15,2022-01-17,Janssen,JANSSEN PHARMACEUTICA NV
430005,18,2021-08-16,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,18,2021-09-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,18,2022-05-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,18,2023-02-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,20,2021-01-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,20,2021-03-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,20,2021-05-10,CoronaVac,FUNDACAO BUTANTAN
430005,20,2021-06-11,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,20,2021-07-21,AstraZeneca,ASTRAZENECA AB
430005,20,2021-07-21,CoronaVac,INSTITUTO BUTANTAN
430005,20,2021-08-13,CoronaVac,INSTITUTO BUTANTAN
430005,20,2021-08-16,CoronaVac,INSTITUTO BUTANTAN
430005,20,2021-08-21,CoronaVac,INSTITUTO BUTANTAN
430005,20,2021-08-27,CoronaVac,INSTITUTO BUTANTAN
430005,20,2021-08-31,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,20,2021-09-10,CoronaVac,INSTITUTO BUTANTAN
430005,20,2021-09-15,CoronaVac,INSTITUTO BUTANTAN
430005,20,2021-09-23,CoronaVac,INSTITUTO BUTANTAN
430005,20,2021-10-20,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,20,2022-01-20,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,20,2022-07-11,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,20,2022-07-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,20,2022-08-15,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,20,2022-08-31,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,20,2022-11-22,CoronaVac,INSTITUTO BUTANTAN
430005,20,2022-12-20,CoronaVac,INSTITUTO BUTANTAN
430005,24,2021-07-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,24,2021-08-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,24,2021-08-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,24,2021-08-31,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,25,2021-06-25,Janssen,JANSSEN PHARMACEUTICA NV
430005,25,2022-08-02,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,30,2021-05-14,CoronaVac,FUNDACAO BUTANTAN
430005,30,2021-06-25,CoronaVac,INSTITUTO BUTANTAN
430005,30,2021-07-14,CoronaVac,INSTITUTO BUTANTAN
430005,30,2021-07-29,CoronaVac,INSTITUTO BUTANTAN
430005,30,2021-08-03,AstraZeneca,ASTRAZENECA AB
430005,30,2021-08-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,30,2021-08-10,AstraZeneca,ASTRAZENECA AB
430005,30,2021-08-25,CoronaVac,INSTITUTO BUTANTAN
430005,30,2021-12-16,Janssen,JANSSEN PHARMACEUTICA NV
430005,30,2022-02-01,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,30,2022-03-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,30,2022-04-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,30,2022-04-06,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,30,2023-03-14,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,30,2024-02-21,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,35,2021-08-10,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,35,2021-09-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,36,2023-01-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,36,2023-01-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,38,2022-11-22,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,40,2021-02-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,40,2021-02-25,CoronaVac,FUNDACAO BUTANTAN
430005,40,2021-04-09,CoronaVac,FUNDACAO BUTANTAN
430005,40,2021-05-14,AstraZeneca,ASTRAZENECA AB
430005,40,2021-09-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,40,2021-12-09,Janssen,JANSSEN PHARMACEUTICA NV
430005,40,2022-02-01,CoronaVac,INSTITUTO BUTANTAN
430005,40,2022-04-04,Janssen,JANSSEN PHARMACEUTICA NV
430005,40,2022-05-16,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,40,2022-07-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,40,2022-08-02,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,42,2021-05-24,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGIVA
430005,42,2021-06-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,42,2021-08-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,42,2021-08-11,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,42,2021-12-02,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,42,2022-07-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,45,2021-08-18,Janssen,JANSSEN PHARMACEUTICA NV
430005,45,2021-09-17,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,46,2023-11-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,48,2021-07-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,48,2021-08-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,48,2022-03-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,48,2022-08-31,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,50,2021-03-04,CoronaVac,FUNDACAO BUTANTAN
430005,50,2021-03-26,CoronaVac,FUNDACAO BUTANTAN
430005,50,2021-04-16,CoronaVac,FUNDACAO BUTANTAN
430005,50,2022-02-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,50,2022-02-09,CoronaVac,INSTITUTO BUTANTAN
430005,50,2022-02-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,50,2022-02-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,50,2022-04-19,Janssen,JANSSEN PHARMACEUTICA NV
430005,50,2022-05-10,Janssen,JANSSEN PHARMACEUTICA NV
430005,50,2022-06-13,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,54,2021-06-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,54,2021-06-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,54,2021-07-05,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,54,2021-07-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,54,2021-09-10,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,54,2021-11-25,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,54,2022-05-16,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,54,2022-06-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,55,2021-04-09,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,60,2021-02-08,CoronaVac,FUNDACAO BUTANTAN
430005,60,2021-03-10,CoronaVac,FUNDACAO BUTANTAN
430005,60,2021-03-26,AstraZeneca,ASTRAZENECA AB
430005,60,2021-04-23,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,60,2021-06-10,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,60,2021-06-16,AstraZeneca,ASTRAZENECA AB
430005,60,2021-06-24,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,60,2021-07-05,Janssen,JANSSEN PHARMACEUTICA NV
430005,60,2021-09-08,CoronaVac,INSTITUTO BUTANTAN
430005,60,2022-02-23,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,60,2022-04-11,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,60,2022-06-06,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,65,2021-07-21,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,65,2021-08-03,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,66,2021-08-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,66,2021-11-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,70,2022-06-28,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,72,2021-10-13,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,75,2021-08-25,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,78,2021-09-08,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,78,2022-02-09,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,80,2021-03-23,CoronaVac,FUNDACAO BUTANTAN
430005,80,2021-05-19,CoronaVac,FUNDACAO BUTANTAN
430005,80,2021-11-16,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,84,2021-10-07,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,84,2021-11-03,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,84,2021-11-19,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,85,2021-04-16,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,90,2021-03-18,CoronaVac,FUNDACAO BUTANTAN
430005,95,2021-07-01,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,95,2021-10-07,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,96,2021-09-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,96,2021-10-20,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,102,2021-11-16,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,102,2022-01-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,105,2021-04-30,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,105,2021-07-14,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,108,2021-08-18,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,108,2022-03-15,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,120,2021-12-20,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,120,2022-02-04,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,120,2022-05-24,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,125,2021-06-29,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,126,2021-09-27,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,130,2021-05-27,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,132,2021-10-26,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,132,2022-11-29,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
430005,135,2021-06-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,140,2021-05-04,AstraZeneca,FUNDACAO OSWALDO CRUZ
430005,144,2022-01-11,Pfizer,PFIZER MANUFACTURING BELGIUM NV - BELGICA
